Frame,X,Y
1799,827,564
1800,824,561
1801,821,560
1802,816,559
1803,814,559
1804,810,561
1805,808,562
1806,805,564
1807,798,564
1808,795,567
1809,793,570
1810,789,576
1811,785,580
1812,781,586
1813,776,590
1814,773,593
1815,769,589
1816,768,585
1817,766,580
1818,763,580
1819,763,576
1820,762,572
1821,761,570
1822,760,568
1823,760,568
1824,762,566
1825,962,559
1826,962,557
1827,759,569
1828,,
1829,978,569
1830,761,573
1831,976,568
1832,760,580
1833,959,548
1834,963,556
1835,965,561
1836,966,567
1837,756,590
1838,755,587
1839,967,556
1840,754,580
1841,753,579
1842,751,578
1843,750,578
1844,749,578
1845,748,580
1846,748,582
1847,748,585
1848,747,588
1849,747,591
1850,747,594
1851,748,595
1852,976,567
1853,976,566
1854,,
1855,,
1856,970,565
1857,,
1858,,
1859,964,567
1860,958,558
1861,960,568
1862,956,569
1863,,
1864,,
1865,953,568
1866,,
1867,,
1868,,
1869,,
1870,,
1871,,
1872,,
1873,,
1874,,
1875,,
1876,951,548
1877,951,556
1878,952,565
1879,,
1880,,
1881,,
1882,949,555
1883,,
1884,,
1885,,
1886,,
1887,,
1888,,
1889,,
1890,,
1891,,
1892,947,554
1893,,
1894,,
1895,,
1896,,
1897,46,555
1898,69,552
1899,,
1900,,
1901,,
1902,,
1903,,
1904,128,537
1905,103,529
1906,81,523
1907,,
1908,,
1909,,
1910,,
1911,,
1912,,
1913,,
1914,,
1915,,
1916,,
1917,,
1918,,
1919,,
1920,,
1921,,
1922,,
1923,,
1924,,
1925,,
1926,,
1927,,
1928,,
1929,,
1930,,
1931,,
1932,,
1933,,
1934,,
1935,,
1936,,
1937,,
1938,,
1939,1537,606
1940,938,521
1941,939,515
1942,938,509
1943,,
1944,,
1945,940,489
1946,940,484
1947,,
1948,,
1949,945,472
1950,947,470
1951,,
1952,,
1953,,
1954,,
1955,,
1956,,
1957,,
1958,,
1959,,
1960,,
1961,,
1962,,
1963,,
1964,,
1965,954,565
1966,,
1967,942,558
1968,,
1969,960,478
1970,959,479
1971,,
1972,,
1973,,
1974,942,558
1975,952,483
1976,952,484
1977,952,489
1978,953,495
1979,955,502
1980,957,508
1981,958,516
1982,961,526
1983,964,535
1984,968,551
1985,974,567
1986,979,585
1987,987,606
1988,992,626
1989,996,613
1990,1000,603
1991,1003,592
1992,1009,580
1993,1015,571
1994,1023,564
1995,1030,555
1996,1040,547
1997,1048,538
1998,1061,534
1999,1076,530
2000,1090,526
2001,1108,523
2002,1128,527
2003,1150,529
2004,,
2005,,
2006,972,567
2007,1178,467
2008,1177,447
2009,1178,431
2010,,
2011,,
2012,,
2013,,
2014,,
2015,,
2016,,
2017,1166,421
2018,,
2019,92,539
2020,980,563
2021,,
2022,,
2023,36,537
2024,1162,465
2025,1162,472
2026,59,540
2027,1161,488
2028,985,564
2029,991,562
2030,999,561
2031,,
2032,,
2033,,
2034,,
2035,,
2036,,
2037,,
2038,,
2039,1161,564
2040,1162,553
2041,1162,549
2042,70,568
2043,,
2044,1163,530
2045,1165,528
2046,1166,523
2047,1167,520
2048,1167,518
2049,1167,515
2050,1167,513
2051,1167,513
2052,,
2053,1109,560
2054,,
2055,1170,516
2056,1170,516
2057,1171,520
2058,,
2059,,
2060,1174,529
2061,1174,531
2062,1174,532
2063,1118,566
2064,1122,564
2065,1173,530
2066,,
2067,,
2068,1172,521
2069,,
2070,,
2071,,
2072,1176,561
2073,,
2074,,
2075,,
2076,,
2077,,
2078,,
2079,1173,514
2080,1172,508
2081,1171,499
2082,1169,493
2083,1170,486
2084,1168,481
2085,1168,477
2086,1167,474
2087,1166,470
2088,1165,468
2089,1165,465
2090,1163,464
2091,1160,464
2092,1160,467
2093,1162,469
2094,1162,471
2095,1162,474
2096,1161,478
2097,1161,484
2098,1159,492
2099,1159,499
2100,1159,508
2101,1159,520
2102,1161,531
2103,1159,546
2104,1158,561
2105,1158,577
2106,1159,595
2107,1158,614
2108,1158,636
2109,1156,633
2110,1156,620
2111,1156,606
2112,1153,595
2113,1150,585
2114,,
2115,,
2116,,
2117,,
2118,,
2119,,
2120,,
2121,1138,543
2122,,
2123,,
2124,,
2125,1070,491
2126,,
2127,973,423
2128,889,535
2129,917,555
2130,,
2131,,
2132,,
2133,,
2134,,
2135,,
2136,,
2137,,
2138,,
2139,,
2140,,
2141,,
2142,,
2143,,
2144,,
2145,,
2146,841,472
2147,841,481
2148,837,486
2149,834,492
2150,832,499
2151,829,507
2152,827,513
2153,826,519
2154,823,527
2155,821,534
2156,,
2157,,
2158,817,556
2159,817,561
2160,,
2161,814,560
2162,,
2163,,
2164,,
2165,,
2166,808,534
2167,808,531
2168,808,529
2169,805,526
2170,,
2171,805,522
2172,,
2173,,
2174,936,562
2175,,
2176,,
2177,,
2178,,
2179,915,565
2180,907,568
2181,,
2182,,
2183,914,563
2184,912,561
2185,908,566
2186,,
2187,,
2188,,
2189,,
2190,,
2191,791,541
2192,,
2193,890,561
2194,,
2195,,
2196,,
2197,,
2198,,
2199,,
2200,,
2201,,
2202,,
2203,,
2204,,
2205,,
2206,863,561
2207,,
2208,,
2209,,
2210,,
2211,,
2212,,
2213,,
2214,851,561
2215,,
2216,,
2217,,
2218,,
2219,,
2220,,
2221,,
2222,,
2223,,
2224,,
2225,,
2226,828,562
2227,,
2228,,
2229,,
2230,,
2231,,
2232,,
2233,,
2234,,
2235,,
2236,,
2237,,
2238,,
2239,,
2240,,
2241,,
2242,,
2243,,
2244,,
2245,,
2246,,
2247,,
2248,,
2249,,
2250,,
2251,,
2252,,
2253,,
2254,777,567
2255,,
2256,,
2257,,
2258,,
2259,,
2260,,
2261,,
2262,,
2263,,
2264,,
2265,,
2266,,
2267,,
2268,,
2269,,
2270,,
2271,,
2272,,
2273,,
2274,744,561
2275,,
2276,,
2277,,
2278,,
2279,,
2280,,
2281,,
2282,,
2283,,
2284,,
2285,,
2286,,
2287,,
2288,,
2289,,
2290,,
2291,,
2292,,
2293,,
2294,,
2295,,
2296,,
2297,,
2298,,
2299,,
2300,,
2301,,
2302,,
2303,733,563
2304,,
2305,,
2306,,
2307,,
2308,,
2309,,
2310,,
2311,,
2312,,
2313,,
2314,,
2315,,
2316,,
2317,,
2318,733,565
2319,,
2320,,
2321,,
2322,,
2323,,
2324,,
2325,,
2326,,
2327,,
2328,,
2329,,
2330,,
2331,,
2332,,
2333,,
2334,,
2335,,
2336,,
2337,,
2338,,
2339,,
2340,,
2341,,
2342,,
2343,,
2344,,
2345,,
2346,,
2347,,
2348,,
2349,,
2350,,
2351,,
2352,,
2353,,
2354,,
2355,,
2356,,
2357,,
2358,751,545
2359,,
2360,749,552
2361,,
2362,,
2363,,
2364,,
2365,,
2366,,
2367,,
2368,,
2369,,
2370,,
2371,,
2372,,
2373,,
2374,,
2375,743,554
2376,,
2377,,
2378,,
2379,,
2380,,
2381,,
2382,739,555
2383,741,558
2384,,
2385,,
2386,,
2387,,
2388,,
2389,,
2390,,
